path,name,utc_ctime_estimate,utc_modified_time_estimate,utc_accessed_time_estimate,megabytes,extension,type
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_114851.mp4,20220311_114851.mp4,2024-12-13 12:18:45.063349247+00:00,2022-03-11 17:48:57+00:00,2024-12-14 09:00:18.784172058+00:00,56.218881,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115032.mp4,20220311_115032.mp4,2024-12-13 12:18:45.662847281+00:00,2022-03-11 17:50:41+00:00,2024-12-14 09:00:19.116832495+00:00,82.565875,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115144.mp4,20220311_115144.mp4,2024-12-13 12:18:45.934509277+00:00,2022-03-11 17:51:49+00:00,2024-12-14 09:00:20.205254316+00:00,38.131264,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115151.mp4,20220311_115151.mp4,2024-12-13 12:18:46.172654152+00:00,2022-03-11 17:51:55+00:00,2024-12-14 09:00:20.075217009+00:00,29.012109,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115202.mp4,20220311_115202.mp4,2024-12-13 12:18:46.581864357+00:00,2022-03-11 17:52:09+00:00,2024-12-14 09:00:19.486510038+00:00,64.648591,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115313.mp4,20220311_115313.mp4,2024-12-13 12:18:46.883776903+00:00,2022-03-11 17:53:19+00:00,2024-12-14 09:00:18.314923525+00:00,47.611981,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115406.mp4,20220311_115406.mp4,2024-12-13 12:18:47.194255352+00:00,2022-03-11 17:54:12+00:00,2024-12-14 09:00:18.085428476+00:00,49.180272,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115534.mp4,20220311_115534.mp4,2024-12-13 12:18:47.551366806+00:00,2022-03-11 17:55:40+00:00,2024-12-14 09:00:18.525480986+00:00,56.708501,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115748.mp4,20220311_115748.mp4,2024-12-13 12:18:48.345604420+00:00,2022-03-11 17:57:56+00:00,2024-12-14 09:00:16.034645319+00:00,68.48899,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115802.mp4,20220311_115802.mp4,2024-12-13 12:18:48.689296007+00:00,2022-03-11 17:58:09+00:00,2024-12-14 09:00:15.261399746+00:00,53.905222,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_115958.mp4,20220311_115958.mp4,2024-12-13 12:18:49.066487312+00:00,2022-03-11 18:00:05+00:00,2024-12-14 09:00:17.337706089+00:00,60.355073,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_120035.mp4,20220311_120035.mp4,2024-12-13 12:18:49.361014605+00:00,2022-03-11 18:00:41+00:00,2024-12-14 09:00:16.597098351+00:00,46.178418,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_120100.mp4,20220311_120100.mp4,2024-12-13 12:18:49.729295015+00:00,2022-03-11 18:01:07+00:00,2024-12-14 09:00:15.498129606+00:00,58.411379,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_120113.mp4,20220311_120113.mp4,2024-12-13 12:18:50.042473316+00:00,2022-03-11 18:01:19+00:00,2024-12-14 09:00:17.603713274+00:00,49.750259,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_120304.mp4,20220311_120304.mp4,2024-12-13 12:18:50.364308119+00:00,2022-03-11 18:03:10+00:00,2024-12-14 09:00:16.796090603+00:00,47.200698,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_120348.mp4,20220311_120348.mp4,2024-12-13 12:18:50.708564520+00:00,2022-03-11 18:03:54+00:00,2024-12-14 09:00:15.759226084+00:00,48.635119,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_121042.mp4,20220311_121042.mp4,2024-12-13 12:18:51.107775688+00:00,2022-03-11 18:10:49+00:00,2024-12-14 09:00:16.348338127+00:00,55.088952,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_121402.mp4,20220311_121402.mp4,2024-12-13 12:18:51.557184219+00:00,2022-03-11 18:14:09+00:00,2024-12-14 09:00:14.417349100+00:00,63.52066,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_121530.mp4,20220311_121530.mp4,2024-12-13 12:18:51.915986538+00:00,2022-03-11 18:15:36+00:00,2024-12-14 09:00:14.195301771+00:00,50.874344,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_121744.mp4,20220311_121744.mp4,2024-12-13 12:18:52.288665771+00:00,2022-03-11 18:17:50+00:00,2024-12-14 09:00:13.624216318+00:00,53.185246,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_121858.mp4,20220311_121858.mp4,2024-12-13 12:18:52.694832802+00:00,2022-03-11 18:19:05+00:00,2024-12-14 09:00:13.875994921+00:00,57.684113,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_122043.mp4,20220311_122043.mp4,2024-12-13 12:18:53.272715807+00:00,2022-03-11 18:20:52+00:00,2024-12-14 09:00:13.253906012+00:00,82.604268,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_122930.mp4,20220311_122930.mp4,2024-12-13 12:18:54.104643106+00:00,2022-03-11 18:29:43+00:00,2024-12-14 09:00:14.690231323+00:00,118.583027,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_123142.mp4,20220311_123142.mp4,2024-12-13 12:18:54.548771143+00:00,2022-03-11 18:31:50+00:00,2024-12-14 09:00:12.647970438+00:00,62.542731,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_123606.mp4,20220311_123606.mp4,2024-12-13 12:18:55.477469683+00:00,2022-03-11 18:36:14+00:00,2024-12-14 09:00:12.026238441+00:00,72.636873,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_124217.mp4,20220311_124217.mp4,2024-12-13 12:18:55.892382622+00:00,2022-03-11 18:42:24+00:00,2024-12-14 09:00:12.981611490+00:00,64.220596,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_124810.mp4,20220311_124810.mp4,2024-12-13 12:18:56.210497379+00:00,2022-03-11 18:48:16+00:00,2024-12-14 09:00:11.764385223+00:00,46.466352,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_125338.mp4,20220311_125338.mp4,2024-12-13 12:18:56.657339334+00:00,2022-03-11 18:53:45+00:00,2024-12-14 09:00:11.234298706+00:00,68.173412,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_125457.mp4,20220311_125457.mp4,2024-12-13 12:18:57.002326250+00:00,2022-03-11 18:55:04+00:00,2024-12-14 09:00:10.488069534+00:00,54.541857,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_125745.mp4,20220311_125745.mp4,2024-12-13 12:18:57.392513037+00:00,2022-03-11 18:57:52+00:00,2024-12-14 09:00:09.988267183+00:00,59.645989,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_125803.mp4,20220311_125803.mp4,2024-12-13 12:18:57.716984510+00:00,2022-03-11 18:58:09+00:00,2024-12-14 09:00:10.730405807+00:00,50.501736,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_125817.mp4,20220311_125817.mp4,2024-12-13 12:18:58.055739880+00:00,2022-03-11 18:58:23+00:00,2024-12-14 09:00:10.250290871+00:00,51.585293,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_125928.mp4,20220311_125928.mp4,2024-12-13 12:18:58.381045580+00:00,2022-03-11 18:59:35+00:00,2024-12-14 09:00:11.536057234+00:00,50.826489,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_130552.mp4,20220311_130552.mp4,2024-12-13 12:18:58.685876608+00:00,2022-03-11 19:05:57+00:00,2024-12-14 09:00:11.015631914+00:00,47.059515,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_130825.mp4,20220311_130825.mp4,2024-12-13 12:18:59.035715103+00:00,2022-03-11 19:08:31+00:00,2024-12-14 09:00:08.942303181+00:00,53.722218,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_131043.mp4,20220311_131043.mp4,2024-12-13 12:18:59.403453112+00:00,2022-03-11 19:10:50+00:00,2024-12-14 09:00:08.655921221+00:00,53.961661,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_131054.mp4,20220311_131054.mp4,2024-12-13 12:18:59.746070623+00:00,2022-03-11 19:11:00+00:00,2024-12-14 09:00:09.187993526+00:00,48.656693,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_131104.mp4,20220311_131104.mp4,2024-12-13 12:19:00.067982197+00:00,2022-03-11 19:11:10+00:00,2024-12-14 09:00:08.449347258+00:00,46.96016,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_131349.mp4,20220311_131349.mp4,2024-12-13 12:19:00.472604990+00:00,2022-03-11 19:13:55+00:00,2024-12-14 09:00:09.411380529+00:00,57.650503,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_131550.mp4,20220311_131550.mp4,2024-12-13 12:19:00.860112906+00:00,2022-03-11 19:15:57+00:00,2024-12-14 09:00:09.668812752+00:00,56.799585,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141142.mp4,20220311_141142.mp4,2024-12-13 12:19:01.552479506+00:00,2022-03-11 20:11:46+00:00,2024-12-14 09:00:07.426754951+00:00,36.684111,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141147.mp4,20220311_141147.mp4,2024-12-13 12:19:02.510252714+00:00,2022-03-11 20:12:02+00:00,2024-12-14 09:00:06.753632545+00:00,137.205373,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141210.mp4,20220311_141210.mp4,2024-12-13 12:19:03.112394810+00:00,2022-03-11 20:12:19+00:00,2024-12-14 09:00:08.063455343+00:00,86.306623,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141239.mp4,20220311_141239.mp4,2024-12-13 12:19:03.525408745+00:00,2022-03-11 20:12:46+00:00,2024-12-14 09:00:06.491521835+00:00,59.1551,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141310.mp4,20220311_141310.mp4,2024-12-13 12:19:03.975207090+00:00,2022-03-11 20:13:17+00:00,2024-12-14 09:00:06.200879097+00:00,63.978536,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141319.mp4,20220311_141319.mp4,2024-12-13 12:19:04.330527306+00:00,2022-03-11 20:13:25+00:00,2024-12-14 09:00:05.975582600+00:00,51.942177,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141422.mp4,20220311_141422.mp4,2024-12-13 12:19:04.881735563+00:00,2022-03-11 20:14:31+00:00,2024-12-14 09:00:05.272891521+00:00,81.40057,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141506.mp4,20220311_141506.mp4,2024-12-13 12:19:05.509238005+00:00,2022-03-11 20:15:17+00:00,2024-12-14 09:00:07.589841604+00:00,92.214683,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141542.mp4,20220311_141542.mp4,2024-12-13 12:19:06.125416278+00:00,2022-03-11 20:15:51+00:00,2024-12-14 09:00:04.819427490+00:00,90.021109,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141624.mp4,20220311_141624.mp4,2024-12-13 12:19:06.555401564+00:00,2022-03-11 20:16:31+00:00,2024-12-14 08:59:57.438222408+00:00,57.551051,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141659.mp4,20220311_141659.mp4,2024-12-13 12:19:07.084064484+00:00,2022-03-11 20:17:08+00:00,2024-12-14 08:59:56.592430115+00:00,77.681053,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141721.mp4,20220311_141721.mp4,2024-12-13 12:19:07.818652630+00:00,2022-03-11 20:17:33+00:00,2024-12-14 08:59:58.577352047+00:00,107.787557,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141752.mp4,20220311_141752.mp4,2024-12-13 12:19:08.644330978+00:00,2022-03-11 20:18:05+00:00,2024-12-14 08:59:58.053866625+00:00,117.352085,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141833.mp4,20220311_141833.mp4,2024-12-13 12:19:09.291136503+00:00,2022-03-11 20:18:43+00:00,2024-12-14 08:59:57.016105890+00:00,91.881134,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_141848.mp4,20220311_141848.mp4,2024-12-13 12:19:16.052101851+00:00,2022-03-11 20:20:26+00:00,2024-12-14 08:59:59.132498979+00:00,974.548696,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_152346.mp4,20220311_152346.mp4,2024-12-13 12:19:16.674079657+00:00,2022-03-11 20:23:56+00:00,2024-12-14 09:00:03.686167717+00:00,87.005756,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_153828.mp4,20220311_153828.mp4,2024-12-13 12:19:17.440044403+00:00,2022-03-11 20:38:33+00:00,2024-12-14 08:59:55.686274290+00:00,44.505853,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_154524.mp4,20220311_154524.mp4,2024-12-13 12:19:17.685864687+00:00,2022-03-11 20:45:28+00:00,2024-12-14 08:59:55.927292824+00:00,36.069064,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_162615.mp4,20220311_162615.mp4,2024-12-13 12:19:17.952732563+00:00,2022-03-11 21:26:20+00:00,2024-12-14 08:59:55.379796982+00:00,39.682264,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_173221.mp4,20220311_173221.mp4,2024-12-13 12:19:18.314497232+00:00,2022-03-11 22:32:28+00:00,2024-12-14 08:59:55.003489494+00:00,53.524944,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_173333.mp4,20220311_173333.mp4,2024-12-13 12:19:18.882589102+00:00,2022-03-11 22:33:42+00:00,2024-12-14 08:59:54.562344790+00:00,84.044346,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_195916.mp4,20220311_195916.mp4,2024-12-13 12:19:19.353344202+00:00,2022-03-12 00:59:25+00:00,2024-12-14 08:59:54.114459038+00:00,69.771367,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_200214.mp4,20220311_200214.mp4,2024-12-13 12:19:19.628618479+00:00,2022-03-12 01:02:19+00:00,2024-12-14 08:59:53.927984953+00:00,39.541241,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_201139.mp4,20220311_201139.mp4,2024-12-13 12:19:20.409502745+00:00,2022-03-12 01:11:51+00:00,2024-12-14 08:59:53.362737179+00:00,115.524176,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_201214.mp4,20220311_201214.mp4,2024-12-13 12:19:21.059214592+00:00,2022-03-12 01:12:25+00:00,2024-12-14 08:59:52.859531879+00:00,97.011694,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_202350.mp4,20220311_202350.mp4,2024-12-13 12:19:21.540571213+00:00,2022-03-12 01:23:58+00:00,2024-12-14 08:59:52.465172529+00:00,68.510125,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_203221.mp4,20220311_203221.mp4,2024-12-13 12:19:21.818314552+00:00,2022-03-12 01:32:26+00:00,2024-12-14 08:59:52.012984514+00:00,41.815106,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_203952.mp4,20220311_203952.mp4,2024-12-13 12:19:22.220954895+00:00,2022-03-12 01:39:59+00:00,2024-12-14 08:59:52.196874619+00:00,62.522134,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_220841.mp4,20220311_220841.mp4,2024-12-13 12:19:22.577984333+00:00,2022-03-12 03:08:47+00:00,2024-12-14 08:59:51.256326437+00:00,55.709375,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220311_220854.mp4,20220311_220854.mp4,2024-12-13 12:19:23.088815451+00:00,2022-03-12 03:09:03+00:00,2024-12-14 08:59:51.506879568+00:00,78.691035,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_090951.mp4,20220312_090951.mp4,2024-12-13 12:19:23.484500408+00:00,2022-03-12 14:09:58+00:00,2024-12-14 08:59:50.169064522+00:00,60.248828,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_091211.mp4,20220312_091211.mp4,2024-12-13 12:19:23.925427914+00:00,2022-03-12 14:12:19+00:00,2024-12-14 08:59:50.438921213+00:00,68.840036,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_100058.mp4,20220312_100058.mp4,2024-12-13 12:19:24.779899836+00:00,2022-03-12 15:01:07+00:00,2024-12-14 08:59:49.087455273+00:00,78.096702,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_101206.mp4,20220312_101206.mp4,2024-12-13 12:19:25.030102730+00:00,2022-03-12 15:12:10+00:00,2024-12-14 08:59:49.429217815+00:00,38.177113,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_101329.mp4,20220312_101329.mp4,2024-12-13 12:19:25.451051474+00:00,2022-03-12 15:13:36+00:00,2024-12-14 08:59:46.628221750+00:00,65.148552,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_101342.mp4,20220312_101342.mp4,2024-12-13 12:19:25.695047379+00:00,2022-03-12 15:13:47+00:00,2024-12-14 08:59:48.639136553+00:00,35.2508,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_101529.mp4,20220312_101529.mp4,2024-12-13 12:19:26.222736359+00:00,2022-03-12 15:15:38+00:00,2024-12-14 08:59:48.285772085+00:00,77.881444,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_101808.mp4,20220312_101808.mp4,2024-12-13 12:19:26.659467697+00:00,2022-03-12 15:18:15+00:00,2024-12-14 08:59:47.245830297+00:00,60.578814,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_101934.mp4,20220312_101934.mp4,2024-12-13 12:19:26.891176701+00:00,2022-03-12 15:19:39+00:00,2024-12-14 08:59:47.518302679+00:00,34.781962,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_102009.mp4,20220312_102009.mp4,2024-12-13 12:19:27.187883615+00:00,2022-03-12 15:20:14+00:00,2024-12-14 08:59:48.084958792+00:00,43.332332,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_102556.mp4,20220312_102556.mp4,2024-12-13 12:19:27.701764584+00:00,2022-03-12 15:26:04+00:00,2024-12-14 08:59:47.681140661+00:00,75.243243,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_102820.mp4,20220312_102820.mp4,2024-12-13 12:19:28.120263815+00:00,2022-03-12 15:28:27+00:00,2024-12-14 08:59:46.973446608+00:00,61.820479,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_102859.mp4,20220312_102859.mp4,2024-12-13 12:19:28.410673141+00:00,2022-03-12 15:29:04+00:00,2024-12-14 08:59:46.422657728+00:00,42.077094,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_103113.mp4,20220312_103113.mp4,2024-12-13 12:19:28.859411240+00:00,2022-03-12 15:31:20+00:00,2024-12-14 08:59:44.263276577+00:00,67.193578,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_103339.mp4,20220312_103339.mp4,2024-12-13 12:19:29.090087175+00:00,2022-03-12 15:33:44+00:00,2024-12-14 08:59:44.751856804+00:00,33.157112,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_103524.mp4,20220312_103524.mp4,2024-12-13 12:19:29.349974394+00:00,2022-03-12 15:35:29+00:00,2024-12-14 08:59:44.965903759+00:00,38.207107,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_103531.mp4,20220312_103531.mp4,2024-12-13 12:19:29.739811659+00:00,2022-03-12 15:35:38+00:00,2024-12-14 08:59:43.994999409+00:00,58.038064,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_104004.mp4,20220312_104004.mp4,2024-12-13 12:19:30.029681444+00:00,2022-03-12 15:40:09+00:00,2024-12-14 08:59:44.574002028+00:00,39.954572,mp4,clip
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_104823.mp4,20220312_104823.mp4,2024-12-13 12:19:30.745835304+00:00,2022-03-12 15:48:29+00:00,2024-12-14 08:59:41.692910910+00:00,53.529972,mp4,clip
