path,name,utc_ctime_estimate,utc_modified_time_estimate,utc_accessed_time_estimate,megabytes,extension,type,raw_location,lat,lon,utc_metadata_creation_time
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_155038.mp4,20220312_155038.mp4,2024-12-13 12:19:48.282736301+00:00,2022-03-12 20:50:46+00:00,2024-12-14 08:59:25.026232481+00:00,74.599481,mp4,clip,+32.0548+034.7523/,32.0548,34.7523,2022-03-12 13:50:46+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_155053.jpg,20220312_155053.jpg,2024-12-13 02:07:05.774008274+00:00,2022-03-12 20:50:55+00:00,2024-12-14 08:59:24.795114756+00:00,2.423346,jpg,pic,0,32.05482119972222,34.7522584,2022-03-12 13:50:54+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_161324.mp4,20220312_161324.mp4,2024-12-13 12:19:49.006302118+00:00,2022-03-12 21:13:28+00:00,2024-12-14 08:59:24.151703835+00:00,33.187074,mp4,clip,+32.0548+034.7523/,32.0548,34.7523,2022-03-12 14:13:28+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_161330.mp4,20220312_161330.mp4,2024-12-13 12:19:49.419315338+00:00,2022-03-12 21:13:38+00:00,2024-12-14 08:59:24.298862219+00:00,63.816027,mp4,clip,+32.0548+034.7523/,32.0548,34.7523,2022-03-12 14:13:38+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220312_182829.mp4,20220312_182829.mp4,2024-12-13 12:19:50.458667994+00:00,2022-03-12 23:28:34+00:00,2024-12-14 08:59:22.538988352+00:00,38.309503,mp4,clip,+32.0641+034.7747/,32.0641,34.7747,2022-03-12 16:28:34+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_183727.jpg,20220312_183727.jpg,2024-12-13 02:07:05.788086653+00:00,2022-03-12 23:37:29+00:00,2024-12-14 08:59:22.488791466+00:00,2.412105,jpg,pic,0,32.0643521,34.7742081,2022-03-12 16:37:27+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232116.jpg,20220312_232116.jpg,2024-12-13 02:07:05.797803402+00:00,2022-03-13 04:21:17+00:00,2024-12-14 08:59:20.250495672+00:00,1.656544,jpg,pic,0,32.079650999722226,34.7683825,2022-03-12 21:21:17+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232122.jpg,20220312_232122.jpg,2024-12-13 02:07:05.820550442+00:00,2022-03-13 04:21:22+00:00,2024-12-14 08:59:20.409829378+00:00,2.456924,jpg,pic,0,32.079650972222225,34.768383,2022-03-12 21:21:22+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232125.jpg,20220312_232125.jpg,2024-12-13 02:07:05.835647821+00:00,2022-03-13 04:21:25+00:00,2024-12-14 08:59:20.485767365+00:00,2.593942,jpg,pic,0,32.079650972222225,34.768383,2022-03-12 21:21:25+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232145.jpg,20220312_232145.jpg,2024-12-13 02:07:05.851211071+00:00,2022-03-13 04:21:45+00:00,2024-12-14 08:59:20.580869675+00:00,2.682941,jpg,pic,0,32.079371,34.76775597222222,2022-03-12 21:21:45+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232147.jpg,20220312_232147.jpg,2024-12-13 02:07:05.875245094+00:00,2022-03-13 04:21:47+00:00,2024-12-14 08:59:20.560452938+00:00,2.704198,jpg,pic,0,32.079371,34.76775597222222,2022-03-12 21:21:47+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232154.jpg,20220312_232154.jpg,2024-12-13 02:07:05.889329910+00:00,2022-03-13 04:21:55+00:00,2024-12-14 08:59:20.389586210+00:00,2.355656,jpg,pic,0,32.0793709,34.7677562,2022-03-12 21:21:54+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232155.jpg,20220312_232155.jpg,2024-12-13 02:07:05.902604818+00:00,2022-03-13 04:21:57+00:00,2024-12-14 08:59:20.369864464+00:00,2.292244,jpg,pic,0,32.0793709,34.7677562,2022-03-12 21:21:56+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220312_232157.jpg,20220312_232157.jpg,2024-12-13 02:07:05.924427271+00:00,2022-03-13 04:21:59+00:00,2024-12-14 08:59:20.289519310+00:00,2.269896,jpg,pic,0,32.0793709,34.7677562,2022-03-12 21:21:57+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_080936.mp4,20220313_080936.mp4,2024-12-13 12:19:53.176155806+00:00,2022-03-13 12:09:44+00:00,2024-12-14 08:59:19.530704260+00:00,70.930635,mp4,clip,+32.0791+034.7676/,32.0791,34.7676,2022-03-13 06:09:44+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_081012.mp4,20220313_081012.mp4,2024-12-13 12:19:53.600466013+00:00,2022-03-13 12:10:19+00:00,2024-12-14 08:59:19.847731590+00:00,58.997642,mp4,clip,+32.0796+034.7678/,32.0796,34.7678,2022-03-13 06:10:19+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_081901.mp4,20220313_081901.mp4,2024-12-13 12:19:53.830393314+00:00,2022-03-13 12:19:05+00:00,2024-12-14 08:59:19.141109467+00:00,32.609856,mp4,clip,+32.0799+034.7674/,32.0799,34.7674,2022-03-13 06:19:05+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_081917.mp4,20220313_081917.mp4,2024-12-13 12:19:54.071467876+00:00,2022-03-13 12:19:21+00:00,2024-12-14 08:59:18.045536757+00:00,33.027791,mp4,clip,+32.0799+034.7674/,32.0799,34.7674,2022-03-13 06:19:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_081927.mp4,20220313_081927.mp4,2024-12-13 12:19:54.386250019+00:00,2022-03-13 12:19:33+00:00,2024-12-14 08:59:18.682868004+00:00,43.865813,mp4,clip,+32.0799+034.7674/,32.0799,34.7674,2022-03-13 06:19:33+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_081939.mp4,20220313_081939.mp4,2024-12-13 12:19:54.637423992+00:00,2022-03-13 12:19:43+00:00,2024-12-14 08:59:17.827150345+00:00,34.603439,mp4,clip,+32.0799+034.7674/,32.0799,34.7674,2022-03-13 06:19:43+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_081959.mp4,20220313_081959.mp4,2024-12-13 12:19:55.021189213+00:00,2022-03-13 12:20:05+00:00,2024-12-14 08:59:18.445309401+00:00,53.830925,mp4,clip,+32.0802+034.7677/,32.0802,34.7677,2022-03-13 06:20:05+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_082102.mp4,20220313_082102.mp4,2024-12-13 12:19:55.322930574+00:00,2022-03-13 12:21:07+00:00,2024-12-14 08:59:18.960195065+00:00,41.739133,mp4,clip,+32.0799+034.7675/,32.0799,34.7675,2022-03-13 06:21:07+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_082127.mp4,20220313_082127.mp4,2024-12-13 12:19:55.743735790+00:00,2022-03-13 12:21:34+00:00,2024-12-14 08:59:18.184258461+00:00,57.903885,mp4,clip,+32.0799+034.7676/,32.0799,34.7676,2022-03-13 06:21:34+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_082517.jpg,20220313_082517.jpg,2024-12-13 02:07:05.934611797+00:00,2022-03-13 12:25:19+00:00,2024-12-14 08:59:17.143804550+00:00,1.704266,jpg,pic,0,32.079622,34.76808309972222,2022-03-13 06:25:17+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_082519.jpg,20220313_082519.jpg,2024-12-13 02:07:05.943552971+00:00,2022-03-13 12:25:20+00:00,2024-12-14 08:59:17.096769333+00:00,1.618584,jpg,pic,0,32.079622,34.76808309972222,2022-03-13 06:25:19+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_084523.mp4,20220313_084523.mp4,2024-12-13 12:19:56.028851271+00:00,2022-03-13 12:45:28+00:00,2024-12-14 08:59:16.910669088+00:00,39.746449,mp4,clip,+32.0781+034.7668/,32.0781,34.7668,2022-03-13 06:45:28+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_091340.mp4,20220313_091340.mp4,2024-12-13 12:19:57.210912466+00:00,2022-03-13 13:13:46+00:00,2024-12-14 08:59:15.519912481+00:00,51.677247,mp4,clip,+31.9519+034.7900/,31.9519,34.79,2022-03-13 07:13:46+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_092524.mp4,20220313_092524.mp4,2024-12-13 12:19:58.415094137+00:00,2022-03-13 13:25:33+00:00,2024-12-14 08:59:14.621840715+00:00,85.158182,mp4,clip,+31.8676+034.9699/,31.8676,34.9699,2022-03-13 07:25:33+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_093628.mp4,20220313_093628.mp4,2024-12-13 12:19:58.831427574+00:00,2022-03-13 13:36:36+00:00,2024-12-14 08:59:15.089093208+00:00,63.594999,mp4,clip,+31.8006+035.0834/,31.8006,35.0834,2022-03-13 07:36:36+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_094901.mp4,20220313_094901.mp4,2024-12-13 12:19:59.162826300+00:00,2022-03-13 13:49:07+00:00,2024-12-14 08:59:13.821947336+00:00,50.96206,mp4,clip,+31.7880+035.1998/,31.788,35.1998,2022-03-13 07:49:07+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_101419.jpg,20220313_101419.jpg,2024-12-13 02:07:05.969146490+00:00,2022-03-13 14:14:20+00:00,2024-12-14 08:59:09.596773386+00:00,2.808283,jpg,pic,0,31.7764996,35.2260319,2022-03-13 08:14:19+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_101421.jpg,20220313_101421.jpg,2024-12-13 02:07:05.985024452+00:00,2022-03-13 14:14:22+00:00,2024-12-14 08:59:09.667140484+00:00,2.771264,jpg,pic,0,31.7764996,35.2260319,2022-03-13 08:14:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_101929.mp4,20220313_101929.mp4,2024-12-13 12:20:00.500562191+00:00,2022-03-13 14:19:36+00:00,2024-12-14 08:59:11.102759600+00:00,59.114853,mp4,clip,+31.7759+035.2271/,31.7759,35.2271,2022-03-13 08:19:36+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_101953.mp4,20220313_101953.mp4,2024-12-13 12:20:00.760772705+00:00,2022-03-13 14:19:58+00:00,2024-12-14 08:59:12.791071415+00:00,35.719156,mp4,clip,+31.7760+035.2271/,31.776,35.2271,2022-03-13 08:19:58+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_102009.mp4,20220313_102009.mp4,2024-12-13 12:20:01.485002279+00:00,2022-03-13 14:20:20+00:00,2024-12-14 08:59:10.573352098+00:00,103.237027,mp4,clip,+31.7760+035.2271/,31.776,35.2271,2022-03-13 08:20:20+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_102302.mp4,20220313_102302.mp4,2024-12-13 12:20:01.952705622+00:00,2022-03-13 14:23:10+00:00,2024-12-14 08:59:11.524821758+00:00,65.792009,mp4,clip,+31.7767+035.2274/,31.7767,35.2274,2022-03-13 08:23:10+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_102313.mp4,20220313_102313.mp4,2024-12-13 12:20:02.470665216+00:00,2022-03-13 14:23:21+00:00,2024-12-14 08:59:12.153398752+00:00,71.591075,mp4,clip,+31.7768+035.2274/,31.7768,35.2274,2022-03-13 08:23:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_102554.mp4,20220313_102554.mp4,2024-12-13 12:20:02.863530159+00:00,2022-03-13 14:26:01+00:00,2024-12-14 08:59:11.821144104+00:00,56.246887,mp4,clip,+31.7766+035.2277/,31.7766,35.2277,2022-03-13 08:26:01+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_102607.jpg,20220313_102607.jpg,2024-12-13 02:07:06.004363060+00:00,2022-03-13 14:26:08+00:00,2024-12-14 08:59:09.721370697+00:00,3.301757,jpg,pic,0,31.77660799972222,35.2277179,2022-03-13 08:26:07+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_102612.jpg,20220313_102612.jpg,2024-12-13 02:07:06.023925304+00:00,2022-03-13 14:26:13+00:00,2024-12-14 08:59:09.506557940+00:00,1.834447,jpg,pic,0,31.776606099722223,35.22772069972223,2022-03-13 08:26:12+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_102613.jpg,20220313_102613.jpg,2024-12-13 02:07:06.033437490+00:00,2022-03-13 14:26:15+00:00,2024-12-14 08:59:09.550939798+00:00,1.871324,jpg,pic,0,31.77660619972222,35.2277223,2022-03-13 08:26:13+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_103012.mp4,20220313_103012.mp4,2024-12-13 12:20:03.350756168+00:00,2022-03-13 14:30:19+00:00,2024-12-14 08:59:12.474627495+00:00,67.773502,mp4,clip,+31.7767+035.2277/,31.7767,35.2277,2022-03-13 08:30:19+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_103645.mp4,20220313_103645.mp4,2024-12-13 12:20:03.689209700+00:00,2022-03-13 14:36:51+00:00,2024-12-14 08:59:08.304034472+00:00,48.535456,mp4,clip,+31.7767+035.2277/,31.7767,35.2277,2022-03-13 08:36:51+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_103821.mp4,20220313_103821.mp4,2024-12-13 12:20:04.057481289+00:00,2022-03-13 14:38:27+00:00,2024-12-14 08:59:09.263481617+00:00,51.858396,mp4,clip,+31.7766+035.2286/,31.7766,35.2286,2022-03-13 08:38:27+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_103937.mp4,20220313_103937.mp4,2024-12-13 12:20:04.521366358+00:00,2022-03-13 14:39:45+00:00,2024-12-14 08:59:08.518337727+00:00,66.236823,mp4,clip,+31.7763+035.2287/,31.7763,35.2287,2022-03-13 08:39:45+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_104514.mp4,20220313_104514.mp4,2024-12-13 12:20:04.814076662+00:00,2022-03-13 14:45:19+00:00,2024-12-14 08:59:08.817980051+00:00,41.606189,mp4,clip,+31.7757+035.2287/,31.7757,35.2287,2022-03-13 08:45:19+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_104629.mp4,20220313_104629.mp4,2024-12-13 12:20:05.111613512+00:00,2022-03-13 14:46:34+00:00,2024-12-14 08:59:09.074970484+00:00,42.42811,mp4,clip,+31.7749+035.2290/,31.7749,35.229,2022-03-13 08:46:34+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_104758.mp4,20220313_104758.mp4,2024-12-13 12:20:05.402384996+00:00,2022-03-13 14:48:04+00:00,2024-12-14 08:59:07.342256784+00:00,42.711882,mp4,clip,+31.7753+035.2300/,31.7753,35.23,2022-03-13 08:48:04+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_104853.mp4,20220313_104853.mp4,2024-12-13 12:20:05.660761356+00:00,2022-03-13 14:48:58+00:00,2024-12-14 08:59:06.612569571+00:00,33.878924,mp4,clip,+31.7753+035.2299/,31.7753,35.2299,2022-03-13 08:48:58+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_105303.mp4,20220313_105303.mp4,2024-12-13 12:20:06.117559910+00:00,2022-03-13 14:53:10+00:00,2024-12-14 08:59:05.784102678+00:00,65.181905,mp4,clip,+31.7760+035.2304/,31.776,35.2304,2022-03-13 08:53:10+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_105409.mp4,20220313_105409.mp4,2024-12-13 12:20:06.601020336+00:00,2022-03-13 14:54:17+00:00,2024-12-14 08:59:06.154744148+00:00,69.615866,mp4,clip,+31.7760+035.2305/,31.776,35.2305,2022-03-13 08:54:17+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_105959.mp4,20220313_105959.mp4,2024-12-13 12:20:06.841392517+00:00,2022-03-13 15:00:04+00:00,2024-12-14 08:59:06.458566427+00:00,33.925354,mp4,clip,+31.7769+035.2307/,31.7769,35.2307,2022-03-13 09:00:04+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_110014.mp4,20220313_110014.mp4,2024-12-13 12:20:07.328366280+00:00,2022-03-13 15:00:22+00:00,2024-12-14 08:59:07.018199444+00:00,70.364433,mp4,clip,+31.7769+035.2307/,31.7769,35.2307,2022-03-13 09:00:22+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_110050.jpg,20220313_110050.jpg,2024-12-13 02:07:06.048839569+00:00,2022-03-13 15:00:51+00:00,2024-12-14 08:59:05.122033119+00:00,2.658991,jpg,pic,0,31.776973,35.2307326,2022-03-13 09:00:50+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_110100.jpg,20220313_110100.jpg,2024-12-13 02:07:06.240974665+00:00,2022-03-13 15:01:03+00:00,2024-12-14 08:59:06.774825811+00:00,27.140726,jpg,pic,0,31.7769732,35.2307325,2022-03-13 09:01:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_111430.mp4,20220313_111430.mp4,2024-12-13 12:20:07.828434706+00:00,2022-03-13 15:14:38+00:00,2024-12-14 08:59:04.726731300+00:00,71.092004,mp4,clip,+31.7752+035.2309/,31.7752,35.2309,2022-03-13 09:14:38+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_111541.mp4,20220313_111541.mp4,2024-12-13 12:20:08.276834726+00:00,2022-03-13 15:15:48+00:00,2024-12-14 08:59:04.423373461+00:00,63.627124,mp4,clip,+31.7751+035.2310/,31.7751,35.231,2022-03-13 09:15:48+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_111636.mp4,20220313_111636.mp4,2024-12-13 12:20:08.670227528+00:00,2022-03-13 15:16:42+00:00,2024-12-14 08:59:04.183377743+00:00,57.223945,mp4,clip,+31.7751+035.2310/,31.7751,35.231,2022-03-13 09:16:42+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_112122.mp4,20220313_112122.mp4,2024-12-13 12:20:08.981414557+00:00,2022-03-13 15:21:27+00:00,2024-12-14 08:59:03.970687151+00:00,45.510439,mp4,clip,+31.7751+035.2309/,31.7751,35.2309,2022-03-13 09:21:27+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_112630.mp4,20220313_112630.mp4,2024-12-13 12:20:09.524293660+00:00,2022-03-13 15:26:39+00:00,2024-12-14 08:59:02.122030497+00:00,78.554935,mp4,clip,+31.7760+035.2316/,31.776,35.2316,2022-03-13 09:26:39+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_112643.mp4,20220313_112643.mp4,2024-12-13 12:20:09.850185394+00:00,2022-03-13 15:26:48+00:00,2024-12-14 08:59:01.629033089+00:00,48.338941,mp4,clip,+31.7760+035.2316/,31.776,35.2316,2022-03-13 09:26:48+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113059.mp4,20220313_113059.mp4,2024-12-13 12:20:10.166673899+00:00,2022-03-13 15:31:04+00:00,2024-12-14 08:59:02.641091108+00:00,43.901132,mp4,clip,+31.7754+035.2318/,31.7754,35.2318,2022-03-13 09:31:04+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113220.mp4,20220313_113220.mp4,2024-12-13 12:20:10.457125902+00:00,2022-03-13 15:32:25+00:00,2024-12-14 08:59:02.452651739+00:00,40.291961,mp4,clip,+31.7753+035.2318/,31.7753,35.2318,2022-03-13 09:32:25+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113351.mp4,20220313_113351.mp4,2024-12-13 12:20:10.684543610+00:00,2022-03-13 15:33:55+00:00,2024-12-14 08:59:01.502323151+00:00,29.672618,mp4,clip,+31.7755+035.2324/,31.7755,35.2324,2022-03-13 09:33:55+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113644.mp4,20220313_113644.mp4,2024-12-13 12:20:11.120021820+00:00,2022-03-13 15:36:51+00:00,2024-12-14 08:59:02.920715570+00:00,61.61645,mp4,clip,+31.7756+035.2334/,31.7756,35.2334,2022-03-13 09:36:51+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113702.mp4,20220313_113702.mp4,2024-12-13 12:20:11.432469845+00:00,2022-03-13 15:37:07+00:00,2024-12-14 08:59:01.305555582+00:00,44.097423,mp4,clip,+31.7755+035.2333/,31.7755,35.2333,2022-03-13 09:37:07+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113850.mp4,20220313_113850.mp4,2024-12-13 12:20:11.795565844+00:00,2022-03-13 15:38:56+00:00,2024-12-14 08:59:01.082653999+00:00,50.891729,mp4,clip,+31.7758+035.2335/,31.7758,35.2335,2022-03-13 09:38:56+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113900.mp4,20220313_113900.mp4,2024-12-13 12:20:12.106692314+00:00,2022-03-13 15:39:05+00:00,2024-12-14 08:59:01.927736521+00:00,43.641252,mp4,clip,+31.7758+035.2335/,31.7758,35.2335,2022-03-13 09:39:05+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_113909.mp4,20220313_113909.mp4,2024-12-13 12:20:12.468340158+00:00,2022-03-13 15:39:15+00:00,2024-12-14 08:59:03.193245888+00:00,50.78758,mp4,clip,+31.7758+035.2335/,31.7758,35.2335,2022-03-13 09:39:15+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_115137.mp4,20220313_115137.mp4,2024-12-13 12:20:12.696632624+00:00,2022-03-13 15:51:41+00:00,2024-12-14 08:58:59.684860706+00:00,31.198534,mp4,clip,+31.7764+035.2339/,31.7764,35.2339,2022-03-13 09:51:41+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_115155.mp4,20220313_115155.mp4,2024-12-13 12:20:12.962774992+00:00,2022-03-13 15:52:00+00:00,2024-12-14 08:58:58.553428411+00:00,37.495076,mp4,clip,+31.7765+035.2338/,31.7765,35.2338,2022-03-13 09:51:59+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_115203.mp4,20220313_115203.mp4,2024-12-13 12:20:13.245425940+00:00,2022-03-13 15:52:08+00:00,2024-12-14 08:58:59.496918201+00:00,40.367748,mp4,clip,+31.7765+035.2338/,31.7765,35.2338,2022-03-13 09:52:08+00:00
