path,name,utc_ctime_estimate,utc_modified_time_estimate,utc_accessed_time_estimate,megabytes,extension,type,raw_location,lat,lon,utc_metadata_creation_time
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_115450.mp4,20220313_115450.mp4,2024-12-13 12:20:13.888828516+00:00,2022-03-13 15:55:00+00:00,2024-12-14 08:58:58.714650154+00:00,90.911462,mp4,clip,+31.7768+035.2343/,31.7768,35.2343,2022-03-13 09:55:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_115718.mp4,20220313_115718.mp4,2024-12-13 12:20:14.424726486+00:00,2022-03-13 15:57:27+00:00,2024-12-14 08:58:59.153496742+00:00,77.088751,mp4,clip,+31.7768+035.2342/,31.7768,35.2342,2022-03-13 09:57:27+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_122148.jpg,20220313_122148.jpg,2024-12-13 02:07:06.259288548+00:00,2022-03-13 16:21:49+00:00,2024-12-14 08:58:55.501945496+00:00,3.113936,jpg,pic,0,31.776618899722223,35.23359969972223,2022-03-13 10:21:48+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_122149.jpg,20220313_122149.jpg,2024-12-13 02:07:06.285799742+00:00,2022-03-13 16:21:51+00:00,2024-12-14 08:58:55.642076969+00:00,3.080429,jpg,pic,0,31.7766282,35.233593999722224,2022-03-13 10:21:50+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_122150.jpg,20220313_122150.jpg,2024-12-13 02:07:06.303417206+00:00,2022-03-13 16:21:52+00:00,2024-12-14 08:58:55.581915379+00:00,3.097484,jpg,pic,0,31.77663079972222,35.233593499722225,2022-03-13 10:21:50+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_122519.mp4,20220313_122519.mp4,2024-12-13 12:20:14.680739641+00:00,2022-03-13 16:25:23+00:00,2024-12-14 08:58:57.073430061+00:00,36.370623,mp4,clip,+31.7779+035.2331/,31.7779,35.2331,2022-03-13 10:25:23+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_122527.mp4,20220313_122527.mp4,2024-12-13 12:20:15.051743984+00:00,2022-03-13 16:25:33+00:00,2024-12-14 08:58:57.707260609+00:00,53.409811,mp4,clip,+31.7779+035.2332/,31.7779,35.2332,2022-03-13 10:25:33+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_122653.mp4,20220313_122653.mp4,2024-12-13 12:20:15.364380121+00:00,2022-03-13 16:26:59+00:00,2024-12-14 08:58:56.600707054+00:00,44.837309,mp4,clip,+31.7785+035.2331/,31.7785,35.2331,2022-03-13 10:26:59+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_122804.mp4,20220313_122804.mp4,2024-12-13 12:20:15.851138115+00:00,2022-03-13 16:28:11+00:00,2024-12-14 08:58:57.408361197+00:00,66.096661,mp4,clip,+31.7789+035.2331/,31.7789,35.2331,2022-03-13 10:28:11+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_123214.mp4,20220313_123214.mp4,2024-12-13 12:20:16.663305759+00:00,2022-03-13 16:32:19+00:00,2024-12-14 08:58:56.419439077+00:00,39.449379,mp4,clip,+31.7797+035.2323/,31.7797,35.2323,2022-03-13 10:32:19+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_123649.mp4,20220313_123649.mp4,2024-12-13 12:20:17.251092672+00:00,2022-03-13 16:36:59+00:00,2024-12-14 08:58:54.574920177+00:00,84.676311,mp4,clip,+31.7793+035.2315/,31.7793,35.2315,2022-03-13 10:36:59+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_123729.mp4,20220313_123729.mp4,2024-12-13 12:20:17.546253920+00:00,2022-03-13 16:37:34+00:00,2024-12-14 08:58:53.301025867+00:00,41.99402,mp4,clip,+31.7794+035.2316/,31.7794,35.2316,2022-03-13 10:37:34+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_124247.mp4,20220313_124247.mp4,2024-12-13 12:20:18.331931591+00:00,2022-03-13 16:42:51+00:00,2024-12-14 08:58:53.783185244+00:00,35.847957,mp4,clip,+31.7784+035.2311/,31.7784,35.2311,2022-03-13 10:42:51+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_124544.mp4,20220313_124544.mp4,2024-12-13 12:20:18.787320137+00:00,2022-03-13 16:45:52+00:00,2024-12-14 08:58:53.493882418+00:00,66.334235,mp4,clip,+31.7781+035.2302/,31.7781,35.2302,2022-03-13 10:45:52+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_124655.mp4,20220313_124655.mp4,2024-12-13 12:20:19.094603777+00:00,2022-03-13 16:47:00+00:00,2024-12-14 08:58:53.106666803+00:00,42.951883,mp4,clip,+31.7781+035.2298/,31.7781,35.2298,2022-03-13 10:47:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_124704.mp4,20220313_124704.mp4,2024-12-13 12:20:19.671136618+00:00,2022-03-13 16:47:13+00:00,2024-12-14 08:58:52.515029191+00:00,83.814268,mp4,clip,+31.7781+035.2298/,31.7781,35.2298,2022-03-13 10:47:13+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_124726.jpg,20220313_124726.jpg,2024-12-13 02:07:06.509439230+00:00,2022-03-13 16:47:30+00:00,2024-12-14 08:58:54.235135794+00:00,29.586746,jpg,pic,0,31.778097599722223,35.229844399722225,2022-03-13 10:47:27+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_124730.jpg,20220313_124730.jpg,2024-12-13 02:07:06.716929674+00:00,2022-03-13 16:47:33+00:00,2024-12-14 08:58:54.993619919+00:00,29.859807,jpg,pic,0,31.778098199722223,35.2298447,2022-03-13 10:47:30+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_124802.jpg,20220313_124802.jpg,2024-12-13 02:07:06.748473167+00:00,2022-03-13 16:48:04+00:00,2024-12-14 08:58:51.345141888+00:00,4.073119,jpg,pic,0,31.778107899722222,35.22982089972223,2022-03-13 10:48:02+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_124805.mp4,20220313_124805.mp4,2024-12-13 12:20:19.973593950+00:00,2022-03-13 16:48:11+00:00,2024-12-14 08:58:55.169038534+00:00,43.518997,mp4,clip,+31.7781+035.2298/,31.7781,35.2298,2022-03-13 10:48:11+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_125107.mp4,20220313_125107.mp4,2024-12-13 12:20:20.539634228+00:00,2022-03-13 16:51:16+00:00,2024-12-14 08:58:49.411658287+00:00,82.064057,mp4,clip,+31.7782+035.2299/,31.7782,35.2299,2022-03-13 10:51:16+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_125355.jpg,20220313_125355.jpg,2024-12-13 02:07:06.758228302+00:00,2022-03-13 16:53:57+00:00,2024-12-14 08:58:46.373742819+00:00,1.692897,jpg,pic,0,31.77823229972222,35.22994429972223,2022-03-13 10:53:55+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_125359.jpg,20220313_125359.jpg,2024-12-13 02:07:06.772244215+00:00,2022-03-13 16:54:01+00:00,2024-12-14 08:58:46.390395880+00:00,2.448003,jpg,pic,0,31.7782416,35.229921599722225,2022-03-13 10:53:59+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_125400.jpg,20220313_125400.jpg,2024-12-13 02:07:06.796204329+00:00,2022-03-13 16:54:02+00:00,2024-12-14 08:58:46.440336466+00:00,2.602834,jpg,pic,0,31.7782416,35.2299213,2022-03-13 10:54:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_125520.mp4,20220313_125520.mp4,2024-12-13 12:20:20.903880596+00:00,2022-03-13 16:55:26+00:00,2024-12-14 08:58:48.692199707+00:00,48.712736,mp4,clip,+31.7782+035.2299/,31.7782,35.2299,2022-03-13 10:55:26+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_125550.mp4,20220313_125550.mp4,2024-12-13 12:20:21.306427717+00:00,2022-03-13 16:55:57+00:00,2024-12-14 08:58:48.949018717+00:00,58.260092,mp4,clip,+31.7782+035.2296/,31.7782,35.2296,2022-03-13 10:55:57+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_125650.mp4,20220313_125650.mp4,2024-12-13 12:20:21.725494623+00:00,2022-03-13 16:56:57+00:00,2024-12-14 08:58:49.784989357+00:00,60.849309,mp4,clip,+31.7782+035.2296/,31.7782,35.2296,2022-03-13 10:56:57+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_125702.mp4,20220313_125702.mp4,2024-12-13 12:20:22.130347252+00:00,2022-03-13 16:57:09+00:00,2024-12-14 08:58:50.804521561+00:00,58.499127,mp4,clip,+31.7782+035.2296/,31.7782,35.2296,2022-03-13 10:57:09+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_125710.mp4,20220313_125710.mp4,2024-12-13 12:20:22.431311846+00:00,2022-03-13 16:57:15+00:00,2024-12-14 08:58:49.209522009+00:00,43.504572,mp4,clip,+31.7782+035.2296/,31.7782,35.2296,2022-03-13 10:57:15+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_130329.mp4,20220313_130329.mp4,2024-12-13 12:20:24.395775557+00:00,2022-03-13 17:03:35+00:00,2024-12-14 08:58:48.456297874+00:00,52.22185,mp4,clip,+31.7781+035.2296/,31.7781,35.2296,2022-03-13 11:03:35+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_130340.mp4,20220313_130340.mp4,2024-12-13 12:20:24.700294495+00:00,2022-03-13 17:03:46+00:00,2024-12-14 08:58:48.238853216+00:00,45.487515,mp4,clip,+31.7781+035.2296/,31.7781,35.2296,2022-03-13 11:03:46+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_130912.mp4,20220313_130912.mp4,2024-12-13 12:20:25.614547729+00:00,2022-03-13 17:09:21+00:00,2024-12-14 08:58:45.451840639+00:00,75.262382,mp4,clip,+31.7782+035.2299/,31.7782,35.2299,2022-03-13 11:09:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_130922.mp4,20220313_130922.mp4,2024-12-13 12:20:26.006097078+00:00,2022-03-13 17:09:29+00:00,2024-12-14 08:58:46.092452049+00:00,53.822585,mp4,clip,+31.7782+035.2299/,31.7782,35.2299,2022-03-13 11:09:29+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_131534.mp4,20220313_131534.mp4,2024-12-13 12:20:26.329284906+00:00,2022-03-13 17:15:40+00:00,2024-12-14 08:58:45.788955927+00:00,48.784824,mp4,clip,+31.7769+035.2292/,31.7769,35.2292,2022-03-13 11:15:40+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_143128.mp4,20220313_143128.mp4,2024-12-13 12:20:27.178688288+00:00,2022-03-13 18:31:35+00:00,2024-12-14 08:58:44.815320015+00:00,61.661692,mp4,clip,+31.7852+035.2119/,31.7852,35.2119,2022-03-13 12:31:35+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_150646.mp4,20220313_150646.mp4,2024-12-13 12:20:27.410571814+00:00,2022-03-13 19:06:51+00:00,2024-12-14 08:58:43.672497511+00:00,36.392453,mp4,clip,+31.7850+035.2123/,31.785,35.2123,2022-03-13 13:06:51+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_150655.mp4,20220313_150655.mp4,2024-12-13 12:20:27.746376514+00:00,2022-03-13 19:07:00+00:00,2024-12-14 08:58:44.118164301+00:00,47.615396,mp4,clip,+31.7850+035.2123/,31.785,35.2123,2022-03-13 13:07:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_150857.mp4,20220313_150857.mp4,2024-12-13 12:20:28.057778835+00:00,2022-03-13 19:09:02+00:00,2024-12-14 08:58:43.898042917+00:00,44.911352,mp4,clip,+31.7848+035.2128/,31.7848,35.2128,2022-03-13 13:09:02+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_151039.mp4,20220313_151039.mp4,2024-12-13 12:20:28.338709593+00:00,2022-03-13 19:10:44+00:00,2024-12-14 08:58:42.968390703+00:00,41.018353,mp4,clip,+31.7846+035.2129/,31.7846,35.2129,2022-03-13 13:10:44+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_151515.mp4,20220313_151515.mp4,2024-12-13 12:20:28.661934853+00:00,2022-03-13 19:15:21+00:00,2024-12-14 08:58:43.157813311+00:00,46.77643,mp4,clip,+31.7849+035.2128/,31.7849,35.2128,2022-03-13 13:15:21+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_152111.jpg,20220313_152111.jpg,2024-12-13 02:07:06.828714848+00:00,2022-03-13 19:21:12+00:00,2024-12-14 08:58:42.578899145+00:00,2.861472,jpg,pic,0,31.784701299722222,35.2125422,2022-03-13 13:21:11+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_154619.mp4,20220313_154619.mp4,2024-12-13 12:20:28.955596924+00:00,2022-03-13 19:46:24+00:00,2024-12-14 08:58:42.384905100+00:00,41.864091,mp4,clip,+31.7794+035.2259/,31.7794,35.2259,2022-03-13 13:46:24+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_155044.mp4,20220313_155044.mp4,2024-12-13 12:20:29.406705618+00:00,2022-03-13 19:50:52+00:00,2024-12-14 08:58:41.593463182+00:00,64.599127,mp4,clip,+31.7799+035.2259/,31.7799,35.2259,2022-03-13 13:50:52+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_155257.mp4,20220313_155257.mp4,2024-12-13 12:20:29.855830669+00:00,2022-03-13 19:53:05+00:00,2024-12-14 08:58:41.915024042+00:00,65.482509,mp4,clip,+31.7799+035.2258/,31.7799,35.2258,2022-03-13 13:53:05+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_155415.jpg,20220313_155415.jpg,2024-12-13 02:07:06.844427824+00:00,2022-03-13 19:54:15+00:00,2024-12-14 08:58:41.210349798+00:00,1.118569,jpg,pic,0,31.7798851,35.22579269972223,2022-03-13 13:54:15+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_155953.mp4,20220313_155953.mp4,2024-12-13 12:20:30.138281107+00:00,2022-03-13 19:59:58+00:00,2024-12-14 08:58:42.202061653+00:00,39.867394,mp4,clip,+31.7794+035.2261/,31.7794,35.2261,2022-03-13 13:59:58+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_160429.mp4,20220313_160429.mp4,2024-12-13 12:20:30.447236061+00:00,2022-03-13 20:04:34+00:00,2024-12-14 08:58:41.010995626+00:00,44.450259,mp4,clip,+31.7786+035.2268/,31.7786,35.2268,2022-03-13 14:04:34+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_160514.mp4,20220313_160514.mp4,2024-12-13 12:20:30.898555040+00:00,2022-03-13 20:05:21+00:00,2024-12-14 08:58:40.647554159+00:00,61.40351,mp4,clip,+31.7786+035.2271/,31.7786,35.2271,2022-03-13 14:05:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_164118.mp4,20220313_164118.mp4,2024-12-13 12:20:31.163723707+00:00,2022-03-13 20:41:23+00:00,2024-12-14 08:58:40.261907577+00:00,39.384575,mp4,clip,+31.7782+035.2279/,31.7782,35.2279,2022-03-13 14:41:23+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_170146.mp4,20220313_170146.mp4,2024-12-13 12:20:32.572759151+00:00,2022-03-13 21:01:54+00:00,2024-12-14 08:58:38.138072729+00:00,73.531032,mp4,clip,+31.7777+035.2303/,31.7777,35.2303,2022-03-13 15:01:54+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_171446.jpg,20220313_171446.jpg,2024-12-13 02:07:06.856394053+00:00,2022-03-13 21:14:48+00:00,2024-12-14 08:58:35.218308926+00:00,2.045072,jpg,pic,0,31.7783218,35.23009929972223,2022-03-13 15:14:47+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_171456.jpg,20220313_171456.jpg,2024-12-13 02:07:06.863507271+00:00,2022-03-13 21:14:57+00:00,2024-12-14 08:58:35.142998219+00:00,1.350056,jpg,pic,0,31.7783218,35.23009929972223,2022-03-13 15:14:56+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_171458.jpg,20220313_171458.jpg,2024-12-13 02:07:06.880034685+00:00,2022-03-13 21:14:59+00:00,2024-12-14 08:58:35.158700228+00:00,1.361944,jpg,pic,0,31.7783218,35.23009929972223,2022-03-13 15:14:59+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_171507.jpg,20220313_171507.jpg,2024-12-13 02:07:06.952693462+00:00,2022-03-13 21:15:07+00:00,2024-12-14 08:58:36.023956299+00:00,11.15017,jpg,pic,0,31.778321972222223,35.230099,2022-03-13 15:15:07+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_175329.mp4,20220313_175329.mp4,2024-12-13 12:20:38.457071781+00:00,2022-03-13 21:53:35+00:00,2024-12-14 08:58:33.045711994+00:00,53.081807,mp4,clip,+31.7740+035.2221/,31.774,35.2221,2022-03-13 15:53:35+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_180740.jpg,20220313_180740.jpg,2024-12-13 02:07:07.090089083+00:00,2022-03-13 22:07:40+00:00,2024-12-14 08:58:32.696510315+00:00,17.203346,jpg,pic,0,31.774094972222223,35.222517,2022-03-13 16:07:40+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_180747.jpg,20220313_180747.jpg,2024-12-13 02:07:07.099311352+00:00,2022-03-13 22:07:48+00:00,2024-12-14 08:58:32.447880507+00:00,1.724119,jpg,pic,0,31.77409499972222,35.2225174,2022-03-13 16:07:47+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_180749.jpg,20220313_180749.jpg,2024-12-13 02:07:07.108350754+00:00,2022-03-13 22:07:50+00:00,2024-12-14 08:58:32.429880857+00:00,1.735871,jpg,pic,0,31.77409499972222,35.2225174,2022-03-13 16:07:49+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_180829.mp4,20220313_180829.mp4,2024-12-13 12:20:38.677066803+00:00,2022-03-13 22:08:33+00:00,2024-12-14 08:58:32.552402496+00:00,32.038991,mp4,clip,+31.7741+035.2224/,31.7741,35.2224,2022-03-13 16:08:33+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_185123.mp4,20220313_185123.mp4,2024-12-13 12:20:38.938546896+00:00,2022-03-13 22:51:27+00:00,2024-12-14 08:58:31.662087917+00:00,37.683049,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-13 16:51:27+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_185148.mp4,20220313_185148.mp4,2024-12-13 12:20:39.442316532+00:00,2022-03-13 22:51:57+00:00,2024-12-14 08:58:31.884519339+00:00,72.190372,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-13 16:51:57+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_185201.mp4,20220313_185201.mp4,2024-12-13 12:20:40.070027113+00:00,2022-03-13 22:52:11+00:00,2024-12-14 08:58:31.245045185+00:00,90.408742,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-13 16:52:11+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_185221.jpg,20220313_185221.jpg,2024-12-13 02:07:07.120972872+00:00,2022-03-13 22:52:22+00:00,2024-12-14 08:58:30.576959610+00:00,2.22434,jpg,pic,0,31.774384699722223,35.2224033,2022-03-13 16:52:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_190415.mp4,20220313_190415.mp4,2024-12-13 12:20:40.658489227+00:00,2022-03-13 23:04:20+00:00,2024-12-14 08:58:30.323922634+00:00,45.487293,mp4,clip,+31.7739+035.2224/,31.7739,35.2224,2022-03-13 17:04:20+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_212719.mp4,20220313_212719.mp4,2024-12-13 12:20:42.111231089+00:00,2022-03-14 01:27:23+00:00,2024-12-14 08:58:27.691153765+00:00,39.275559,mp4,clip,+31.7744+035.2228/,31.7744,35.2228,2022-03-13 19:27:23+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_212727.mp4,20220313_212727.mp4,2024-12-13 12:20:42.455403090+00:00,2022-03-14 01:27:33+00:00,2024-12-14 08:58:28.273538113+00:00,50.359479,mp4,clip,+31.7740+035.2235/,31.774,35.2235,2022-03-13 19:27:33+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_212755.mp4,20220313_212755.mp4,2024-12-13 12:20:43.039519787+00:00,2022-03-14 01:28:05+00:00,2024-12-14 08:58:28.501748800+00:00,86.898718,mp4,clip,+31.7740+035.2235/,31.774,35.2235,2022-03-13 19:28:05+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_212812.jpg,20220313_212812.jpg,2024-12-13 02:07:07.151341200+00:00,2022-03-14 01:28:14+00:00,2024-12-14 08:58:27.130750418+00:00,2.156573,jpg,pic,0,31.774085199722222,35.2230581,2022-03-13 19:28:12+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_212817.jpg,20220313_212817.jpg,2024-12-13 02:07:07.165079594+00:00,2022-03-14 01:28:18+00:00,2024-12-14 08:58:27.186272383+00:00,2.275206,jpg,pic,0,31.774085199722222,35.2230581,2022-03-13 19:28:17+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_213706.mp4,20220313_213706.mp4,2024-12-13 12:20:43.951103926+00:00,2022-03-14 01:37:13+00:00,2024-12-14 08:58:26.772948980+00:00,62.130287,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-13 19:37:13+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220313_213916.mp4,20220313_213916.mp4,2024-12-13 12:20:44.525540113+00:00,2022-03-14 01:39:25+00:00,2024-12-14 08:58:26.400742531+00:00,85.112864,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-13 19:39:25+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220313_214722.jpg,20220313_214722.jpg,2024-12-13 02:07:07.175624847+00:00,2022-03-14 01:47:23+00:00,2024-12-14 08:58:26.252221584+00:00,1.922717,jpg,pic,0,31.774387999722222,35.22240479972223,2022-03-13 19:47:22+00:00
